3udh	3udh_protein_Repair_1	2vkm_ligand_similar_1	-9.8
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_10	-9.4
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_100	-8.6
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_101	-9.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_102	-8.4
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_103	-8.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_105	-8.9
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_106	-9.6
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_107	-2.7
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_108	-8.8
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_109	-9.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_11	-9.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_110	-9.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_111	-9.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_112	-8.9
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_113	-8.9
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_114	-9.2
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_115	-9.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_116	-9.2
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_117	-8.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_118	-9.2
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_12	-9.6
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_120	-9.7
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_121	-8.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_122	-9.9
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_123	-9.8
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_124	-8.9
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_125	-10.6
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_126	-10.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_127	-8.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_128	-8.7
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_129	-9.2
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_13	-8.1
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_130	-9.6
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_131	-9.1
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_132	-8.5
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_133	-10.4
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_134	-9.3
3udh	3udh_protein_Repair_1	2vkm_ligand_similar_135	-9.8
