3utu	3utu_protein_Repair_1	1bcu_ligand_similar_1	-7.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_100	-7.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_101	-7.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_102	-10.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_103	-8.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_104	-8.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_105	-9.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_106	-8.3
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_108	-8.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_109	-8.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_11	-9.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_110	-10.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_112	-11.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_113	-8.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_114	-9.4
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_115	-9.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_116	-9.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_117	-10.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_118	-9.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_119	-7.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_12	-9.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_120	-7.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_121	-7.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_122	-11.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_123	-7.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_124	-10.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_125	-10.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_126	-10.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_127	-8.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_129	-7.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_13	-9.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_130	-9.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_131	-7.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_132	-9.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_133	-9.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_134	-8.3
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_135	-7.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_137	-4.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_139	-7.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_14	-6.4
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_140	-10.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_141	-9.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_142	-8.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_143	-10.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_144	-10.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_15	-7.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_150	-9.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_151	-10.7
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_152	-7.7
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_153	-6.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_154	-11.4
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_155	-13.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_156	-9.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_157	-9.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_158	-11.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_159	-10.7
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_160	-9.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_161	-11.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_162	-11.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_163	-8.1
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_164	-8.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_165	-8.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_166	-10.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_167	-8.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_168	-7.8
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_169	-9.7
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_17	-7.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_170	-8.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_171	-8.7
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_172	-11.5
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_173	-9.6
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_174	-8.9
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_175	-9.2
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_176	-10.0
3utu	3utu_protein_Repair_1	1bcu_ligand_similar_177	-10.9
