3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_1	-5.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_10	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_100	-4.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_101	-4.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_102	-4.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_103	-4.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_104	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_105	-4.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_106	-4.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_107	-3.6
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_108	-4.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_109	-4.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_11	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_110	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_111	-5.6
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_112	-6.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_113	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_114	-3.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_115	-3.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_116	-4.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_117	-4.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_118	103.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_119	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_12	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_120	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_121	-5.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_122	-4.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_123	20.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_124	107.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_125	110.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_126	116.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_127	-5.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_128	94.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_129	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_13	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_130	-5.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_131	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_132	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_133	-5.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_134	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_14	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_15	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_16	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_17	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_19	-6.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_2	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_20	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_21	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_22	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_23	-4.6
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_24	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_25	-5.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_26	-5.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_27	-6.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_28	-6.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_29	-4.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_3	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_30	-4.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_31	-6.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_32	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_33	-5.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_34	-5.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_35	-1.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_36	-4.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_37	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_38	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_39	-4.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_4	-6.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_40	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_41	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_42	-5.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_43	-4.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_44	-5.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_45	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_46	-5.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_47	-5.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_48	-4.6
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_49	-5.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_5	-5.6
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_50	-5.8
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_51	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_52	-5.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_53	-6.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_54	-6.5
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_55	-5.4
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_56	-4.7
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_57	-5.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_58	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_59	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_6	-6.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_60	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_61	-5.1
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_62	-7.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_63	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_64	-5.3
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_65	-5.0
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_66	-4.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_67	-5.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_68	-4.2
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_69	-4.9
3jvr	3jvr_protein_Repair_1	1nvq_ligand_similar_7	-5.6
