4dli	4dli_protein_Repair_1	2zb1_ligand_similar_1	-7.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_10	-7.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_11	-7.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_12	-8.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_13	-7.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_14	-8.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_15	-7.6
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_16	-7.8
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_17	-7.3
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_18	-7.3
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_19	-7.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_2	-7.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_20	-7.5
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_21	-6.8
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_22	-8.3
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_23	-8.5
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_24	-6.7
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_25	-8.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_26	-8.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_27	-6.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_28	-7.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_29	-8.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_3	-7.6
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_30	-7.8
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_31	-8.5
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_32	-7.6
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_33	-7.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_34	-7.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_35	-7.9
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_36	-8.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_37	-5.9
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_38	-6.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_39	-5.9
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_4	-7.3
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_40	-8.3
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_41	-7.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_42	-7.7
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_44	-9.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_45	-8.4
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_46	-7.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_47	-7.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_48	-7.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_49	-7.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_5	-7.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_50	-7.9
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_51	-8.1
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_52	-7.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_53	-7.5
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_54	-8.0
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_6	-7.2
4dli	4dli_protein_Repair_1	2zb1_ligand_similar_7	-7.5
