4j21	4j21_protein_Repair_1	3kr8_ligand_similar_1	-8.9
4j21	4j21_protein_Repair_1	3kr8_ligand_similar_2	-6.3
4j21	4j21_protein_Repair_1	3kr8_ligand_similar_3	-8.6
4j21	4j21_protein_Repair_1	3kr8_ligand_similar_4	-10.3
4j21	4j21_protein_Repair_1	3kr8_ligand_similar_5	-9.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_1	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_10	-8.4
4j21	4j21_protein_Repair_1	4j21_ligand_similar_100	-6.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_101	-6.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_102	-7.4
4j21	4j21_protein_Repair_1	4j21_ligand_similar_103	-8.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_104	-6.9
4j21	4j21_protein_Repair_1	4j21_ligand_similar_105	-8.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_106	-7.2
4j21	4j21_protein_Repair_1	4j21_ligand_similar_107	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_108	-6.9
4j21	4j21_protein_Repair_1	4j21_ligand_similar_109	-7.2
4j21	4j21_protein_Repair_1	4j21_ligand_similar_11	-7.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_110	-7.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_111	-9.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_112	-7.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_12	-8.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_13	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_14	-10.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_15	-8.6
4j21	4j21_protein_Repair_1	4j21_ligand_similar_16	-10.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_17	-9.9
4j21	4j21_protein_Repair_1	4j21_ligand_similar_18	-7.9
4j21	4j21_protein_Repair_1	4j21_ligand_similar_19	-7.5
4j21	4j21_protein_Repair_1	4j21_ligand_similar_2	-10.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_20	-9.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_21	-8.5
4j21	4j21_protein_Repair_1	4j21_ligand_similar_22	-7.6
4j21	4j21_protein_Repair_1	4j21_ligand_similar_23	-8.5
4j21	4j21_protein_Repair_1	4j21_ligand_similar_24	-9.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_25	-9.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_26	-7.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_27	-7.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_28	-7.9
4j21	4j21_protein_Repair_1	4j21_ligand_similar_29	-7.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_3	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_30	-7.6
4j21	4j21_protein_Repair_1	4j21_ligand_similar_31	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_32	-7.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_33	-8.2
4j21	4j21_protein_Repair_1	4j21_ligand_similar_34	-7.5
4j21	4j21_protein_Repair_1	4j21_ligand_similar_35	-10.0
4j21	4j21_protein_Repair_1	4j21_ligand_similar_36	-8.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_37	-7.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_38	-7.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_39	-8.1
4j21	4j21_protein_Repair_1	4j21_ligand_similar_4	-9.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_40	-7.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_41	-7.4
4j21	4j21_protein_Repair_1	4j21_ligand_similar_42	-7.7
4j21	4j21_protein_Repair_1	4j21_ligand_similar_43	-7.3
4j21	4j21_protein_Repair_1	4j21_ligand_similar_44	-7.6
4j21	4j21_protein_Repair_1	4j21_ligand_similar_45	-7.8
4j21	4j21_protein_Repair_1	4j21_ligand_similar_46	-7.6
4j21	4j21_protein_Repair_1	4j21_ligand_similar_47	-7.3
