pdb,ligand_file,chembl_id,tanimoto_index
4twp,4twp_ligand_similar_198,CHEMBL3899751,0.844156
4twp,4twp_ligand_similar_26,CHEMBL3917347,0.935252
4twp,4twp_ligand_similar_208,CHEMBL3975653,0.83871
4twp,4twp_ligand_similar_342,CHEMBL3900912,0.751445
4twp,4twp_ligand_similar_140,CHEMBL3940330,0.866667
4twp,4twp_ligand_similar_369,CHEMBL3954585,0.706522
4twp,2v7a_ligand_similar_117,CHEMBL380946,0.665094
4twp,4twp_ligand_similar_320,CHEMBL3897909,0.782609
4twp,4twp_ligand_similar_287,CHEMBL3986187,0.802469
4twp,4twp_ligand_similar_91,CHEMBL3890267,0.890411
4twp,4twp_ligand_similar_219,CHEMBL3895719,0.83871
4twp,2v7a_ligand_similar_173,CHEMBL2158139,0.643478
4twp,2v7a_ligand_similar_78,CHEMBL606187,0.696262
4twp,4twp_ligand_similar_460,CHEMBL3981741,0.609467
4twp,4twp_ligand_similar_444,CHEMBL3895722,0.614458
4twp,2v7a_ligand_similar_130,CHEMBL2158143,0.656388
4twp,2v7a_ligand_similar_57,CHEMBL2158149,0.715736
4twp,4twp_ligand_similar_246,CHEMBL3954362,0.828025
4twp,2v7a_ligand_similar_160,CHEMBL2158145,0.646018
4twp,2v7a_ligand_similar_41,CHEMBL1170019,0.754545
4twp,4twp_ligand_similar_365,CHEMBL3960801,0.718121
4twp,2v7a_ligand_similar_219,CHEMBL2158147,0.62931
4twp,4twp_ligand_similar_83,CHEMBL3952180,0.890411
4twp,4twp_ligand_similar_80,CHEMBL3966353,0.890411
4twp,4twp_ligand_similar_421,CHEMBL3931498,0.624242
4twp,4twp_ligand_similar_90,CHEMBL3910758,0.890411
4twp,2v7a_ligand_similar_244,CHEMBL2158151,0.621277
4twp,2v7a_ligand_similar_291,CHEMBL1744457,0.605634
4twp,2v7a_ligand_similar_286,CHEMBL2158154,0.609053
4twp,4twp_ligand_similar_46,CHEMBL3895734,0.915493
4twp,4twp_ligand_similar_109,CHEMBL3978328,0.878378
4twp,2v7a_ligand_similar_63,CHEMBL2158150,0.712121
4twp,2v7a_ligand_similar_127,CHEMBL1744451,0.657407
4twp,4twp_ligand_similar_428,CHEMBL3921873,0.619632
4twp,4twp_ligand_similar_164,CHEMBL3931029,0.855263
4twp,2v7a_ligand_similar_42,CHEMBL1172499,0.739316
4twp,2v7a_ligand_similar_231,CHEMBL3662789,0.626556
4twp,2v7a_ligand_similar_220,CHEMBL3662788,0.629032
4twp,2v7a_ligand_similar_272,CHEMBL3662797,0.613821
4twp,4twp_ligand_similar_427,CHEMBL3913600,0.619632
4twp,2v7a_ligand_similar_275,CHEMBL3662794,0.612245
4twp,2v7a_ligand_similar_255,CHEMBL3662795,0.618474
4twp,4twp_ligand_similar_305,CHEMBL3923637,0.792683
4twp,4twp_ligand_similar_352,CHEMBL3950190,0.730337
4twp,2v7a_ligand_similar_176,CHEMBL3662798,0.641975
4twp,4twp_ligand_similar_200,CHEMBL3908491,0.844156
4twp,4twp_ligand_similar_314,CHEMBL3976351,0.783133
4twp,4twp_ligand_similar_35,CHEMBL3964379,0.921986
4twp,2v7a_ligand_similar_26,CHEMBL1171393,0.859375
4twp,4twp_ligand_similar_116,CHEMBL3943682,0.878378
4twp,4twp_ligand_similar_477,CHEMBL3945863,0.60479
4twp,2v7a_ligand_similar_257,CHEMBL3662749,0.617886
4twp,4twp_ligand_similar_257,CHEMBL3980236,0.822785
4twp,2v7a_ligand_similar_193,CHEMBL3662745,0.637131
4twp,2v7a_ligand_similar_146,CHEMBL3662753,0.649573
4twp,4twp_ligand_similar_392,CHEMBL3921253,0.65
4twp,4twp_ligand_similar_24,CHEMBL3903603,0.942029
4twp,4twp_ligand_similar_380,CHEMBL3947428,0.677083
4twp,2v7a_ligand_similar_184,CHEMBL3662755,0.638655
4twp,4twp_ligand_similar_332,CHEMBL3955032,0.769231
4twp,2v7a_ligand_similar_190,CHEMBL3662760,0.638298
4twp,4twp_ligand_similar_3,CHEMBL3967498,0.984848
4twp,4twp_ligand_similar_84,CHEMBL3924990,0.890411
4twp,2v7a_ligand_similar_144,CHEMBL204294,0.651376
4twp,2v7a_ligand_similar_262,CHEMBL3662769,0.616327
4twp,2v7a_ligand_similar_252,CHEMBL3662766,0.619433
4twp,2v7a_ligand_similar_109,CHEMBL3662774,0.668122
4twp,4twp_ligand_similar_81,CHEMBL3938725,0.890411
4twp,4twp_ligand_similar_268,CHEMBL3973719,0.81761
4twp,2v7a_ligand_similar_266,CHEMBL3662778,0.615385
4twp,2v7a_ligand_similar_155,CHEMBL3662784,0.646809
4twp,2v7a_ligand_similar_229,CHEMBL3662782,0.626556
4twp,4twp_ligand_similar_363,CHEMBL3892873,0.722222
4twp,4twp_ligand_similar_25,CHEMBL3971962,0.935252
4twp,4twp_ligand_similar_367,CHEMBL3979446,0.710383
4twp,2v7a_ligand_similar_299,CHEMBL3662945,0.604743
4twp,2v7a_ligand_similar_11,CHEMBL1172541,0.910526
4twp,4twp_ligand_similar_56,CHEMBL3915610,0.902778
4twp,4twp_ligand_similar_226,CHEMBL3971942,0.833333
4twp,4twp_ligand_similar_336,CHEMBL3916944,0.760234
4twp,4twp_ligand_similar_399,CHEMBL3891106,0.641975
4twp,4twp_ligand_similar_250,CHEMBL3904949,0.828025
4twp,2v7a_ligand_similar_168,CHEMBL3662727,0.644628
4twp,2v7a_ligand_similar_177,CHEMBL3662728,0.641975
4twp,4twp_ligand_similar_355,CHEMBL3977043,0.726257
4twp,2v7a_ligand_similar_104,CHEMBL3662731,0.671111
4twp,4twp_ligand_similar_346,CHEMBL3958772,0.742857
4twp,4twp_ligand_similar_306,CHEMBL3893519,0.792683
4twp,2v7a_ligand_similar_268,CHEMBL3662738,0.615079
4twp,2v7a_ligand_similar_182,CHEMBL3662737,0.639831
4twp,2v7a_ligand_similar_108,CHEMBL3662741,0.668142
4twp,2v7a_ligand_similar_297,CHEMBL3662740,0.604839
4twp,4twp_ligand_similar_184,CHEMBL3955019,0.844595
4twp,4twp_ligand_similar_282,CHEMBL3950666,0.807453
4twp,2v7a_ligand_similar_28,CHEMBL2346709,0.853659
4twp,4twp_ligand_similar_138,CHEMBL3936360,0.866667
4twp,4twp_ligand_similar_37,CHEMBL3903433,0.921986
4twp,2v7a_ligand_similar_87,CHEMBL603249,0.688372
4twp,4twp_ligand_similar_447,CHEMBL3938302,0.612121
4twp,2v7a_ligand_similar_101,CHEMBL603478,0.677273
4twp,4twp_ligand_similar_66,CHEMBL3912140,0.902778
4twp,4twp_ligand_similar_288,CHEMBL3937460,0.802469
4twp,2v7a_ligand_similar_165,CHEMBL2346701,0.645299
4twp,2v7a_ligand_similar_39,CHEMBL2346700,0.757282
4twp,4twp_ligand_similar_245,CHEMBL3942805,0.828025
4twp,4twp_ligand_similar_204,CHEMBL3957058,0.83871
4twp,4twp_ligand_similar_30,CHEMBL3903680,0.935252
4twp,4twp_ligand_similar_333,CHEMBL3923022,0.769231
4twp,2v7a_ligand_similar_31,CHEMBL2349195,0.821596
4twp,2v7a_ligand_similar_71,CHEMBL1169732,0.704433
4twp,2v7a_ligand_similar_21,CHEMBL2349197,0.870647
4twp,4twp_ligand_similar_173,CHEMBL3948134,0.849673
4twp,2v7a_ligand_similar_99,CHEMBL597391,0.679245
4twp,4twp_ligand_similar_326,CHEMBL3982249,0.77381
4twp,2v7a_ligand_similar_289,CHEMBL591898,0.608491
4twp,4twp_ligand_similar_53,CHEMBL3968392,0.902778
4twp,2v7a_ligand_similar_68,CHEMBL2064558,0.706977
4twp,4twp_ligand_similar_274,CHEMBL3984641,0.8125
4twp,2v7a_ligand_similar_93,CHEMBL381565,0.686636
4twp,2v7a_ligand_similar_98,CHEMBL2064563,0.683036
4twp,2v7a_ligand_similar_48,CHEMBL205167,0.731959
4twp,4twp_ligand_similar_69,CHEMBL3984409,0.896552
4twp,2v7a_ligand_similar_49,CHEMBL382416,0.729167
4twp,4twp_ligand_similar_319,CHEMBL3928528,0.782609
4twp,4twp_ligand_similar_178,CHEMBL3897264,0.849673
4twp,4twp_ligand_similar_401,CHEMBL3919812,0.639752
4twp,2v7a_ligand_similar_296,CHEMBL3658625,0.605364
4twp,4twp_ligand_similar_323,CHEMBL3927424,0.778443
4twp,4twp_ligand_similar_463,CHEMBL3928998,0.609195
4twp,4twp_ligand_similar_15,CHEMBL3949416,0.948905
4twp,4twp_ligand_similar_416,CHEMBL3982679,0.626761
4twp,4twp_ligand_similar_115,CHEMBL3940838,0.878378
4twp,4twp_ligand_similar_284,CHEMBL3903214,0.807453
4twp,4twp_ligand_similar_97,CHEMBL3935012,0.884354
4twp,4twp_ligand_similar_373,CHEMBL3898143,0.698925
4twp,4twp_ligand_similar_327,CHEMBL3933075,0.77381
4twp,2v7a_ligand_similar_84,CHEMBL3658631,0.691304
4twp,4twp_ligand_similar_11,CHEMBL3972427,0.948905
4twp,4twp_ligand_similar_6,CHEMBL3914100,0.977444
4twp,4twp_ligand_similar_194,CHEMBL3913011,0.844156
4twp,4twp_ligand_similar_298,CHEMBL3918700,0.797546
4twp,4twp_ligand_similar_86,CHEMBL3921701,0.890411
4twp,2v7a_ligand_similar_97,CHEMBL603887,0.683486
4twp,4twp_ligand_similar_5,CHEMBL3906315,0.984848
4twp,4twp_ligand_similar_242,CHEMBL3966847,0.828025
4twp,4twp_ligand_similar_162,CHEMBL3965995,0.855263
4twp,4twp_ligand_similar_197,CHEMBL3930676,0.844156
4twp,4twp_ligand_similar_290,CHEMBL3927227,0.802469
4twp,4twp_ligand_similar_472,CHEMBL3929402,0.607143
4twp,4twp_ligand_similar_121,CHEMBL3901089,0.878378
4twp,2v7a_ligand_similar_77,CHEMBL2064564,0.69697
4twp,4twp_ligand_similar_61,CHEMBL3921907,0.902778
4twp,4twp_ligand_similar_241,CHEMBL3964449,0.828025
4twp,4twp_ligand_similar_376,CHEMBL3914388,0.687831
4twp,4twp_ligand_similar_309,CHEMBL3962026,0.787879
4twp,4twp_ligand_similar_452,CHEMBL3983181,0.610778
4twp,4twp_ligand_similar_360,CHEMBL3947057,0.722222
4twp,4twp_ligand_similar_398,CHEMBL3971165,0.641975
4twp,4twp_ligand_similar_23,CHEMBL3942842,0.942029
4twp,4twp_ligand_similar_205,CHEMBL3959281,0.83871
4twp,4twp_ligand_similar_334,CHEMBL3900801,0.769231
4twp,4twp_ligand_similar_240,CHEMBL3971163,0.828025
4twp,4twp_ligand_similar_478,CHEMBL3935072,0.60355
4twp,4twp_ligand_similar_328,CHEMBL3931953,0.771605
4twp,4twp_ligand_similar_458,CHEMBL3898764,0.610778
4twp,4twp_ligand_similar_424,CHEMBL3947067,0.62201
4twp,4twp_ligand_similar_145,CHEMBL3922821,0.866667
4twp,4twp_ligand_similar_12,CHEMBL3964625,0.948905
4twp,4twp_ligand_similar_167,CHEMBL3895241,0.855263
4twp,4twp_ligand_similar_325,CHEMBL3897665,0.778443
4twp,4twp_ligand_similar_356,CHEMBL3944803,0.726257
4twp,4twp_ligand_similar_262,CHEMBL3927017,0.822785
4twp,2v7a_ligand_similar_33,CHEMBL363857,0.802817
4twp,4twp_ligand_similar_137,CHEMBL3963798,0.866667
4twp,4twp_ligand_similar_410,CHEMBL3896358,0.630303
4twp,4twp_ligand_similar_476,CHEMBL3911914,0.605882
4twp,4twp_ligand_similar_59,CHEMBL3918134,0.902778
4twp,4twp_ligand_similar_146,CHEMBL3901930,0.866667
4twp,2v7a_ligand_similar_62,CHEMBL204555,0.712871
4twp,4twp_ligand_similar_453,CHEMBL3958833,0.610778
4twp,4twp_ligand_similar_78,CHEMBL3907483,0.896552
4twp,2v7a_ligand_similar_115,CHEMBL191816,0.665138
4twp,4twp_ligand_similar_199,CHEMBL3911975,0.844156
4twp,4twp_ligand_similar_150,CHEMBL3962082,0.860927
4twp,4twp_ligand_similar_92,CHEMBL3987132,0.884354
4twp,4twp_ligand_similar_261,CHEMBL3947964,0.822785
4twp,4twp_ligand_similar_312,CHEMBL3892109,0.787879
4twp,4twp_ligand_similar_176,CHEMBL3921996,0.849673
4twp,4twp_ligand_similar_50,CHEMBL3933322,0.909091
4twp,4twp_ligand_similar_190,CHEMBL3940093,0.844156
4twp,4twp_ligand_similar_36,CHEMBL3893229,0.921986
4twp,2v7a_ligand_similar_35,CHEMBL516110,0.793578
4twp,4twp_ligand_similar_101,CHEMBL3955527,0.884354
4twp,2v7a_ligand_similar_20,CHEMBL2349200,0.870647
4twp,4twp_ligand_similar_45,CHEMBL3954446,0.915493
4twp,4twp_ligand_similar_34,CHEMBL3985150,0.921986
4twp,2v7a_ligand_similar_170,CHEMBL1172360,0.643836
4twp,4twp_ligand_similar_172,CHEMBL3934848,0.849673
4twp,4twp_ligand_similar_435,CHEMBL3921795,0.617647
4twp,2v7a_ligand_similar_25,CHEMBL1172124,0.865
4twp,4twp_ligand_similar_420,CHEMBL3966667,0.625767
4twp,4twp_ligand_similar_222,CHEMBL3893000,0.83871
4twp,2v7a_ligand_similar_51,CHEMBL192928,0.726852
3udh,3udh_ligand_similar_998,CHEMBL34119,0.609023
3udh,2vkm_ligand_similar_614,CHEMBL401334,0.607595
3udh,2vkm_ligand_similar_399,CHEMBL342037,0.647399
3udh,3udh_ligand_similar_828,CHEMBL3623027,0.618321
3udh,3udh_ligand_similar_952,CHEMBL3753519,0.611111
3udh,2vkm_ligand_similar_518,CHEMBL250295,0.623596
3udh,3udh_ligand_similar_478,CHEMBL3479845,0.649635
3udh,2vkm_ligand_similar_177,CHEMBL549137,0.698925
3udh,2vkm_ligand_similar_451,CHEMBL379781,0.635838
3udh,3udh_ligand_similar_849,CHEMBL3557892,0.617021
3udh,3udh_ligand_similar_1116,CHEMBL3899158,0.602941
3udh,2vkm_ligand_similar_501,CHEMBL3627856,0.627119
3udh,3udh_ligand_similar_1005,CHEMBL1259228,0.608696
3udh,2vkm_ligand_similar_293,CHEMBL546047,0.662921
3udh,4gid_ligand_similar_141,CHEMBL66151,0.643312
3udh,2vkm_ligand_similar_483,CHEMBL2047039,0.630682
3udh,3udh_ligand_similar_678,CHEMBL1836785,0.629032
3udh,4gid_ligand_similar_242,CHEMBL105819,0.581818
3udh,3udh_ligand_similar_898,CHEMBL1836786,0.614173
3udh,3udh_ligand_similar_591,CHEMBL1881799,0.637795
3udh,3udh_ligand_similar_382,CHEMBL3338246,0.662069
3udh,3udh_ligand_similar_519,CHEMBL357516,0.646018
3udh,3udh_ligand_similar_1008,CHEMBL479176,0.608696
3udh,3rsx_ligand_similar_2,CHEMBL586117,0.971429
3udh,2vkm_ligand_similar_445,CHEMBL526419,0.637838
3udh,4gid_ligand_similar_213,CHEMBL435184,0.614286
3udh,3udh_ligand_similar_38,CHEMBL3262551,0.798165
3udh,3udh_ligand_similar_300,CHEMBL1321797,0.677686
3udh,3udh_ligand_similar_655,CHEMBL11896,0.631579
3udh,3udh_ligand_similar_173,CHEMBL3262547,0.707317
3udh,3udh_ligand_similar_994,CHEMBL1189205,0.609023
3udh,3udh_ligand_similar_166,CHEMBL1484702,0.709402
3udh,2vkm_ligand_similar_128,CHEMBL201730,0.731707
3udh,3udh_ligand_similar_420,CHEMBL3949998,0.656566
3udh,3udh_ligand_similar_406,CHEMBL3548072,0.658333
3udh,2vkm_ligand_similar_193,CHEMBL588355,0.690722
3udh,2vkm_ligand_similar_581,CHEMBL579883,0.611399
3udh,3udh_ligand_similar_470,CHEMBL173979,0.650943
3udh,4djv_ligand_similar_31,CHEMBL3978095,0.711409
3udh,2vkm_ligand_similar_651,CHEMBL532265,0.602151
3udh,3udh_ligand_similar_184,CHEMBL3274979,0.70297
3udh,2vkm_ligand_similar_493,CHEMBL2442238,0.628713
3udh,3udh_ligand_similar_544,CHEMBL600497,0.642276
3udh,4gid_ligand_similar_113,CHEMBL3290639,0.664384
3udh,3udh_ligand_similar_1024,CHEMBL284990,0.607407
3udh,3udh_ligand_similar_58,CHEMBL3553521,0.783784
3udh,3udh_ligand_similar_719,CHEMBL2262632,0.625
3udh,2vkm_ligand_similar_398,CHEMBL2442232,0.647668
3udh,2vkm_ligand_similar_397,CHEMBL2442235,0.647668
3udh,4djv_ligand_similar_2,CHEMBL2011967,1
3udh,4djv_ligand_similar_4,CHEMBL2011969,0.973684
3udh,3udh_ligand_similar_612,CHEMBL1736425,0.635659
3udh,2vkm_ligand_similar_115,CHEMBL558894,0.740331
3udh,3udh_ligand_similar_1074,CHEMBL3479061,0.604167
3udh,2vkm_ligand_similar_170,CHEMBL532332,0.704918
3udh,3udh_ligand_similar_212,CHEMBL3471124,0.695652
3udh,4djv_ligand_similar_74,CHEMBL2011993,0.65942
3udh,4djv_ligand_similar_11,CHEMBL3922940,0.779412
3udh,4djv_ligand_similar_22,CHEMBL2011983,0.727273
3udh,3udh_ligand_similar_194,CHEMBL2063180,0.7
3udh,3udh_ligand_similar_880,CHEMBL1542613,0.615385
3udh,4gid_ligand_similar_162,CHEMBL1076902,0.631016
3udh,2vkm_ligand_similar_66,CHEMBL3264799,0.78
3udh,3udh_ligand_similar_411,CHEMBL1277886,0.65812
3udh,4djv_ligand_similar_91,CHEMBL2011995,0.64
3udh,4djv_ligand_similar_101,CHEMBL2011997,0.629139
3udh,4djv_ligand_similar_95,CHEMBL3942515,0.638298
3udh,3udh_ligand_similar_674,CHEMBL520789,0.629371
3udh,3udh_ligand_similar_426,CHEMBL2134813,0.655738
3udh,2vkm_ligand_similar_628,CHEMBL2334049,0.605634
3udh,3udh_ligand_similar_513,CHEMBL489028,0.646552
3udh,3rsx_ligand_similar_30,CHEMBL3640777,0.617021
3udh,3udh_ligand_similar_90,CHEMBL3557016,0.75
3udh,2vkm_ligand_similar_656,CHEMBL2334034,0.601351
3udh,2vkm_ligand_similar_427,CHEMBL2334036,0.640523
3udh,2vkm_ligand_similar_547,CHEMBL258277,0.616667
3udh,3udh_ligand_similar_1096,CHEMBL3303546,0.603448
3udh,3udh_ligand_similar_808,CHEMBL4063176,0.619835
3udh,3udh_ligand_similar_957,CHEMBL3303550,0.611111
3udh,3udh_ligand_similar_206,CHEMBL3440471,0.696429
3udh,2vkm_ligand_similar_46,CHEMBL1210340,0.793333
3udh,2vkm_ligand_similar_424,CHEMBL552744,0.641148
3udh,3udh_ligand_similar_738,CHEMBL93355,0.62406
3udh,2vkm_ligand_similar_277,CHEMBL1210334,0.666667
3udh,2vkm_ligand_similar_271,CHEMBL1210359,0.666667
3udh,2vkm_ligand_similar_68,CHEMBL1210361,0.779221
3udh,3udh_ligand_similar_596,CHEMBL51507,0.637097
3udh,2vkm_ligand_similar_270,CHEMBL1210349,0.666667
3udh,2vkm_ligand_similar_105,CHEMBL1210354,0.74375
3udh,4gid_ligand_similar_131,CHEMBL506759,0.648936
3udh,3udh_ligand_similar_331,CHEMBL370613,0.671533
3udh,3udh_ligand_similar_766,CHEMBL563312,0.622517
3udh,2vkm_ligand_similar_590,CHEMBL139538,0.610465
3udh,3udh_ligand_similar_1106,CHEMBL3467977,0.603175
3udh,2vkm_ligand_similar_59,CHEMBL541978,0.788235
3udh,2vkm_ligand_similar_181,CHEMBL541977,0.697917
3udh,3udh_ligand_similar_396,CHEMBL299226,0.661017
3udh,2vkm_ligand_similar_40,CHEMBL587764,0.805882
3udh,3udh_ligand_similar_907,CHEMBL563333,0.613861
3udh,2vkm_ligand_similar_300,CHEMBL403427,0.662722
3udh,3udh_ligand_similar_399,CHEMBL2047336,0.659091
3udh,3udh_ligand_similar_1039,CHEMBL208409,0.606061
3udh,3udh_ligand_similar_554,CHEMBL1894958,0.640625
3udh,2vkm_ligand_similar_317,CHEMBL535283,0.659218
3udh,2vkm_ligand_similar_532,CHEMBL252549,0.619355
3udh,3udh_ligand_similar_1016,CHEMBL93887,0.607843
3udh,2vkm_ligand_similar_327,CHEMBL1258001,0.658385
3udh,3udh_ligand_similar_792,CHEMBL1871888,0.621212
3udh,2vkm_ligand_similar_418,CHEMBL529838,0.642458
3udh,3udh_ligand_similar_1118,CHEMBL1900467,0.602941
3udh,3udh_ligand_similar_1093,CHEMBL2112055,0.603604
3udh,3udh_ligand_similar_764,CHEMBL3984807,0.622642
3udh,3udh_ligand_similar_809,CHEMBL2139986,0.619835
3udh,3udh_ligand_similar_49,CHEMBL3444452,0.790909
3udh,3udh_ligand_similar_736,CHEMBL475936,0.62406
3udh,3udh_ligand_similar_362,CHEMBL481352,0.666667
3udh,3udh_ligand_similar_1077,CHEMBL1090765,0.603896
3udh,3udh_ligand_similar_691,CHEMBL3556618,0.627737
3udh,3udh_ligand_similar_247,CHEMBL3557952,0.688
3udh,3udh_ligand_similar_908,CHEMBL2134266,0.613861
3udh,2vkm_ligand_similar_226,CHEMBL1083183,0.677215
3udh,3rsx_ligand_similar_32,CHEMBL528924,0.616438
3udh,3udh_ligand_similar_315,CHEMBL3555752,0.675
3udh,3udh_ligand_similar_1130,CHEMBL3962670,0.601695
3udh,3udh_ligand_similar_1142,CHEMBL1330120,0.601449
3udh,2vkm_ligand_similar_658,CHEMBL1482892,0.601227
3udh,3rsx_ligand_similar_20,CHEMBL524551,0.642857
3udh,2vkm_ligand_similar_146,CHEMBL534341,0.718391
3udh,3udh_ligand_similar_948,CHEMBL2181978,0.611465
3udh,3udh_ligand_similar_1040,CHEMBL444826,0.605839
3udh,2vkm_ligand_similar_229,CHEMBL1086648,0.677019
3udh,3udh_ligand_similar_947,CHEMBL3704492,0.611465
3udh,2vkm_ligand_similar_135,CHEMBL264110,0.726776
3udh,3udh_ligand_similar_98,CHEMBL2181997,0.744186
3udh,3udh_ligand_similar_13,CHEMBL2181987,0.864865
3udh,3udh_ligand_similar_697,CHEMBL2181980,0.627451
3udh,3udh_ligand_similar_414,CHEMBL2181985,0.657534
3udh,2vkm_ligand_similar_637,CHEMBL68932,0.604027
3udh,3udh_ligand_similar_1058,CHEMBL1406612,0.604839
3udh,3udh_ligand_similar_336,CHEMBL519266,0.671329
3udh,2vkm_ligand_similar_553,CHEMBL1644466,0.614583
3udh,3udh_ligand_similar_1013,CHEMBL1210890,0.608333
3udh,2vkm_ligand_similar_296,CHEMBL535735,0.662921
3udh,2vkm_ligand_similar_19,CHEMBL541172,0.84472
3udh,3udh_ligand_similar_730,CHEMBL115903,0.625
3udh,3udh_ligand_similar_239,CHEMBL1276232,0.690265
3udh,3udh_ligand_similar_139,CHEMBL373220,0.719008
3udh,2vkm_ligand_similar_58,CHEMBL1210433,0.789116
3udh,3udh_ligand_similar_431,CHEMBL410628,0.655462
3udh,2vkm_ligand_similar_377,CHEMBL394596,0.651613
3udh,2vkm_ligand_similar_200,CHEMBL394595,0.687075
3udh,2vkm_ligand_similar_529,CHEMBL535713,0.619632
3udh,3udh_ligand_similar_959,CHEMBL2042126,0.611111
3udh,3udh_ligand_similar_442,CHEMBL1886599,0.653226
3udh,3udh_ligand_similar_616,CHEMBL2042130,0.635036
3udh,3udh_ligand_similar_499,CHEMBL1871090,0.647059
3udh,2vkm_ligand_similar_207,CHEMBL2179133,0.682927
3udh,3rsx_ligand_similar_10,CHEMBL66718,0.67033
3udh,3rsx_ligand_similar_35,CHEMBL2315063,0.609091
3udh,3udh_ligand_similar_388,CHEMBL3441851,0.661157
3udh,3udh_ligand_similar_85,CHEMBL1441878,0.754545
3udh,2vkm_ligand_similar_423,CHEMBL581114,0.641304
3udh,3udh_ligand_similar_310,CHEMBL2111608,0.675439
3udh,3udh_ligand_similar_783,CHEMBL224996,0.622047
3udh,3udh_ligand_similar_918,CHEMBL1210019,0.613445
3udh,3udh_ligand_similar_211,CHEMBL3441880,0.695652
3udh,3udh_ligand_similar_484,CHEMBL68094,0.648855
3udh,2vkm_ligand_similar_435,CHEMBL457782,0.639053
3udh,3udh_ligand_similar_1072,CHEMBL203241,0.604478
3udh,3udh_ligand_similar_716,CHEMBL198678,0.625899
3udh,3udh_ligand_similar_142,CHEMBL352373,0.716814
3udh,3udh_ligand_similar_223,CHEMBL3441431,0.693548
3udh,4gid_ligand_similar_220,CHEMBL515267,0.612676
3udh,3udh_ligand_similar_748,CHEMBL60569,0.623853
3udh,2vkm_ligand_similar_22,CHEMBL377625,0.84
3udh,2vkm_ligand_similar_97,CHEMBL3694255,0.745562
3udh,3udh_ligand_similar_1053,CHEMBL4072818,0.605042
3udh,2vkm_ligand_similar_163,CHEMBL230807,0.70922
3udh,3udh_ligand_similar_746,CHEMBL3753061,0.623853
3udh,4djv_ligand_similar_30,CHEMBL3900873,0.713178
3udh,3udh_ligand_similar_132,CHEMBL3451274,0.725
3udh,4gid_ligand_similar_259,CHEMBL4059842,0.602941
3udh,2vkm_ligand_similar_543,CHEMBL502289,0.617347
3udh,2vkm_ligand_similar_647,CHEMBL448678,0.573964
3udh,4gid_ligand_similar_264,CHEMBL206350,0.601156
3udh,3udh_ligand_similar_161,CHEMBL198600,0.710744
3udh,3udh_ligand_similar_298,CHEMBL1514865,0.677966
3udh,3udh_ligand_similar_1115,CHEMBL537349,0.603053
3udh,3rsx_ligand_similar_38,CHEMBL171129,0.60396
3udh,2vkm_ligand_similar_466,CHEMBL401135,0.634146
3udh,2vkm_ligand_similar_339,CHEMBL548072,0.655556
3udh,3udh_ligand_similar_48,CHEMBL3555454,0.790909
3udh,3udh_ligand_similar_279,CHEMBL2387188,0.681416
3udh,3udh_ligand_similar_275,CHEMBL2387187,0.681416
3udh,2vkm_ligand_similar_596,CHEMBL505749,0.580838
3udh,2vkm_ligand_similar_572,CHEMBL527999,0.61236
3udh,2vkm_ligand_similar_258,CHEMBL538637,0.668831
3udh,3udh_ligand_similar_581,CHEMBL514200,0.638462
3udh,3udh_ligand_similar_207,CHEMBL2387195,0.696429
3udh,2vkm_ligand_similar_411,CHEMBL553457,0.64375
3udh,3udh_ligand_similar_565,CHEMBL2140030,0.64
3udh,3udh_ligand_similar_663,CHEMBL2042846,0.630435
3udh,2vkm_ligand_similar_20,CHEMBL264296,0.840278
3udh,3udh_ligand_similar_613,CHEMBL1704681,0.635659
3udh,3udh_ligand_similar_656,CHEMBL3481515,0.631206
3udh,3udh_ligand_similar_714,CHEMBL1906554,0.625954
3udh,2vkm_ligand_similar_573,CHEMBL2133279,0.612121
3udh,2vkm_ligand_similar_551,CHEMBL580601,0.615
3udh,2vkm_ligand_similar_470,CHEMBL526612,0.632653
3udh,4gid_ligand_similar_193,CHEMBL449152,0.618785
3udh,3udh_ligand_similar_145,CHEMBL2042409,0.716667
3udh,3udh_ligand_similar_1082,CHEMBL3693969,0.603774
3udh,2vkm_ligand_similar_34,CHEMBL252276,0.818182
3udh,3udh_ligand_similar_1079,CHEMBL3693964,0.603774
3udh,3udh_ligand_similar_706,CHEMBL580659,0.626984
3udh,2vkm_ligand_similar_57,CHEMBL201940,0.789474
3udh,3udh_ligand_similar_1034,CHEMBL4076712,0.606061
3udh,3udh_ligand_similar_419,CHEMBL3935141,0.656566
3udh,2vkm_ligand_similar_164,CHEMBL231325,0.70922
3udh,3udh_ligand_similar_255,CHEMBL381429,0.688
3udh,3udh_ligand_similar_974,CHEMBL1864177,0.610619
3udh,2vkm_ligand_similar_584,CHEMBL537800,0.611399
3udh,2vkm_ligand_similar_347,CHEMBL533447,0.655556
3udh,2vkm_ligand_similar_350,CHEMBL271437,0.655556
3udh,2vkm_ligand_similar_388,CHEMBL212203,0.648485
3udh,3udh_ligand_similar_483,CHEMBL198167,0.649254
3udh,3udh_ligand_similar_432,CHEMBL1499980,0.654867
3udh,2vkm_ligand_similar_237,CHEMBL254068,0.674286
3udh,2vkm_ligand_similar_149,CHEMBL557343,0.716578
3udh,3udh_ligand_similar_294,CHEMBL4077548,0.677966
3udh,2vkm_ligand_similar_517,CHEMBL250918,0.623596
3udh,2vkm_ligand_similar_278,CHEMBL548885,0.666667
