pdb,ligand_file,chembl_id,tanimoto_index
4dli,4dli_ligand_similar_793,CHEMBL3814813,0.634409
4dli,4dli_ligand_similar_716,CHEMBL1242833,0.643564
4dli,4dli_ligand_similar_484,CHEMBL167079,0.676768
4dli,4dli_ligand_similar_249,CHEMBL1553322,0.722222
4dli,4f9w_ligand_similar_12,CHEMBL197096,0.707483
4dli,4dli_ligand_similar_280,CHEMBL1477924,0.719298
4dli,4dli_ligand_similar_754,CHEMBL1356029,0.639344
4dli,4dli_ligand_similar_684,CHEMBL4084028,0.648148
4dli,4dli_ligand_similar_843,CHEMBL1439401,0.629032
4dli,4dli_ligand_similar_606,CHEMBL1360519,0.657658
4dli,4dli_ligand_similar_273,CHEMBL1446172,0.719626
4dli,2zb1_ligand_similar_2,CHEMBL257113,0.971429
4dli,4dli_ligand_similar_429,CHEMBL2158546,0.686957
4dli,4dli_ligand_similar_427,CHEMBL1482260,0.689076
4dli,4dli_ligand_similar_1097,CHEMBL3188849,0.606061
4dli,4dli_ligand_similar_239,CHEMBL1963262,0.677686
4dli,2zb1_ligand_similar_44,CHEMBL532106,0.633094
4dli,4dli_ligand_similar_508,CHEMBL1554622,0.672414
4dli,4dli_ligand_similar_796,CHEMBL2431134,0.634146
4dli,4dli_ligand_similar_1005,CHEMBL2431133,0.614173
4dli,4dli_ligand_similar_162,CHEMBL305876,0.757282
4dli,4dli_ligand_similar_368,CHEMBL2158551,0.699029
4dli,4dli_ligand_similar_319,CHEMBL2158552,0.712871
4dli,4dli_ligand_similar_288,CHEMBL2158548,0.675214
4dli,4dli_ligand_similar_376,CHEMBL1429863,0.697479
4dli,4dli_ligand_similar_135,CHEMBL1601416,0.772277
4dli,4dli_ligand_similar_465,CHEMBL1330907,0.680328
4dli,4dli_ligand_similar_895,CHEMBL3938228,0.623762
4dli,4dli_ligand_similar_953,CHEMBL2431139,0.619048
4dli,4dli_ligand_similar_348,CHEMBL1474468,0.702703
4dli,4dli_ligand_similar_381,CHEMBL1516103,0.696429
4dli,4dli_ligand_similar_261,CHEMBL3974789,0.720721
4dli,4dli_ligand_similar_58,CHEMBL2098222,0.811881
4dli,4dli_ligand_similar_602,CHEMBL1448157,0.658333
4dli,4dli_ligand_similar_302,CHEMBL1485579,0.715596
4dli,4dli_ligand_similar_268,CHEMBL3908863,0.720721
4dli,4dli_ligand_similar_800,CHEMBL1222980,0.634146
4dli,4dli_ligand_similar_769,CHEMBL1620113,0.637168
4dli,4dli_ligand_similar_950,CHEMBL16355,0.619469
4dli,2zb1_ligand_similar_46,CHEMBL257303,0.626984
4dli,4dli_ligand_similar_991,CHEMBL1081010,0.615385
4dli,4dli_ligand_similar_143,CHEMBL3939100,0.766355
4dli,4dli_ligand_similar_391,CHEMBL16364,0.696078
4dli,4dli_ligand_similar_1085,CHEMBL2203653,0.607407
4dli,4dli_ligand_similar_1084,CHEMBL2203654,0.607407
4dli,4dli_ligand_similar_1015,CHEMBL16367,0.614035
4dli,4dli_ligand_similar_1038,CHEMBL2203658,0.61194
4dli,4dli_ligand_similar_841,CHEMBL1490740,0.629032
4dli,4dli_ligand_similar_555,CHEMBL259140,0.666667
4dli,4f9w_ligand_similar_20,CHEMBL166990,0.674603
4dli,4dli_ligand_similar_654,CHEMBL571451,0.651376
4dli,4dli_ligand_similar_269,CHEMBL1895793,0.720721
4dli,4dli_ligand_similar_903,CHEMBL1956594,0.622642
4dli,4dli_ligand_similar_797,CHEMBL1512190,0.634146
4dli,4dli_ligand_similar_819,CHEMBL3921895,0.632812
4dli,4dli_ligand_similar_1126,CHEMBL1373428,0.603448
4dli,4dli_ligand_similar_756,CHEMBL118209,0.639344
4dli,4dli_ligand_similar_850,CHEMBL1956590,0.628571
4dli,4dli_ligand_similar_1095,CHEMBL1524386,0.606557
4dli,4dli_ligand_similar_770,CHEMBL3338837,0.637168
4dli,4dli_ligand_similar_790,CHEMBL1372371,0.634615
4dli,4dli_ligand_similar_159,CHEMBL1372133,0.757282
4dli,2zb1_ligand_similar_17,CHEMBL1541721,0.773913
4dli,4dli_ligand_similar_385,CHEMBL3338840,0.696429
4dli,4dli_ligand_similar_387,CHEMBL3338844,0.696429
4dli,4dli_ligand_similar_1035,CHEMBL3956552,0.61194
4dli,4dli_ligand_similar_65,CHEMBL1551518,0.805825
4dli,4dli_ligand_similar_246,CHEMBL2335129,0.722222
4dli,4dli_ligand_similar_55,CHEMBL1478826,0.819149
4dli,4dli_ligand_similar_780,CHEMBL3906252,0.635659
4dli,4dli_ligand_similar_904,CHEMBL1555028,0.622642
4dli,4dli_ligand_similar_859,CHEMBL3814123,0.627451
4dli,4dli_ligand_similar_78,CHEMBL1429490,0.80198
4dli,4dli_ligand_similar_930,CHEMBL3769994,0.62069
4dli,4dli_ligand_similar_51,CHEMBL119321,0.821053
4dli,3e93_ligand_similar_14,CHEMBL93123,0.646409
4dli,4dli_ligand_similar_764,CHEMBL1703726,0.637931
4dli,4dli_ligand_similar_223,CHEMBL1277263,0.728972
4dli,4dli_ligand_similar_886,CHEMBL1394113,0.624
4dli,4dli_ligand_similar_247,CHEMBL1618472,0.722222
4dli,4dli_ligand_similar_594,CHEMBL16747,0.660377
4dli,4dli_ligand_similar_877,CHEMBL2392393,0.625
4dli,4dli_ligand_similar_474,CHEMBL1474281,0.678261
4dli,4dli_ligand_similar_803,CHEMBL3770712,0.633929
4dli,4dli_ligand_similar_524,CHEMBL1545274,0.67
4dli,4dli_ligand_similar_1146,CHEMBL4105686,0.601626
4dli,4dli_ligand_similar_554,CHEMBL274924,0.666667
4dli,4dli_ligand_similar_921,CHEMBL153483,0.621359
4dli,4dli_ligand_similar_1066,CHEMBL1479720,0.608696
4dli,4dli_ligand_similar_1067,CHEMBL1407257,0.608696
4dli,4dli_ligand_similar_1125,CHEMBL1497374,0.603448
4dli,4dli_ligand_similar_601,CHEMBL1450083,0.658333
4dli,4dli_ligand_similar_561,CHEMBL1818182,0.663636
4dli,4f9w_ligand_similar_51,CHEMBL197894,0.625954
4dli,4dli_ligand_similar_1024,CHEMBL1316482,0.612613
4dli,4dli_ligand_similar_545,CHEMBL1456553,0.666667
4dli,4dli_ligand_similar_85,CHEMBL424337,0.796117
4dli,4dli_ligand_similar_856,CHEMBL1905956,0.628099
4dli,4dli_ligand_similar_166,CHEMBL1194993,0.755319
4dli,4dli_ligand_similar_419,CHEMBL3980248,0.689655
4dli,4dli_ligand_similar_440,CHEMBL1818179,0.685185
4dli,4dli_ligand_similar_838,CHEMBL1818177,0.62931
4dli,4dli_ligand_similar_766,CHEMBL1818174,0.637931
4dli,2zb1_ligand_similar_15,CHEMBL1320983,0.785714
4dli,4dli_ligand_similar_94,CHEMBL1304038,0.79
4dli,4dli_ligand_similar_717,CHEMBL279844,0.643564
4dli,4dli_ligand_similar_1034,CHEMBL3970658,0.61194
4dli,4dli_ligand_similar_367,CHEMBL1329554,0.7
4dli,4dli_ligand_similar_407,CHEMBL1733740,0.692308
4dli,4f9w_ligand_similar_87,CHEMBL353047,0.605634
4dli,4f9w_ligand_similar_67,CHEMBL485745,0.616
4dli,4dli_ligand_similar_572,CHEMBL460662,0.66129
4dli,4dli_ligand_similar_585,CHEMBL1193415,0.661017
4dli,4dli_ligand_similar_735,CHEMBL1818169,0.640351
4dli,4dli_ligand_similar_607,CHEMBL1818168,0.657658
4dli,4f9w_ligand_similar_48,CHEMBL3806042,0.627737
4dli,4dli_ligand_similar_396,CHEMBL1818166,0.695238
4dli,4dli_ligand_similar_926,CHEMBL1563943,0.621053
4dli,4dli_ligand_similar_1088,CHEMBL1435638,0.607407
4dli,4dli_ligand_similar_389,CHEMBL1512562,0.696078
4dli,4dli_ligand_similar_125,CHEMBL459427,0.78
4dli,4dli_ligand_similar_315,CHEMBL1489446,0.713043
4dli,4dli_ligand_similar_687,CHEMBL1223188,0.647541
4dli,4dli_ligand_similar_747,CHEMBL3961968,0.639344
4dli,4dli_ligand_similar_707,CHEMBL3321901,0.64486
4dli,4dli_ligand_similar_283,CHEMBL1276904,0.719298
4dli,4dli_ligand_similar_285,CHEMBL1276905,0.719298
4dli,4f9w_ligand_similar_55,CHEMBL371717,0.622807
4dli,4dli_ligand_similar_1109,CHEMBL1513669,0.604651
4dli,4dli_ligand_similar_917,CHEMBL3321907,0.621622
4dli,4dli_ligand_similar_1108,CHEMBL1572429,0.604651
4dli,4dli_ligand_similar_1115,CHEMBL4070462,0.603774
4dli,4dli_ligand_similar_47,CHEMBL1344912,0.828283
4dli,4dli_ligand_similar_375,CHEMBL1892597,0.697479
4dli,4dli_ligand_similar_774,CHEMBL1570499,0.636364
4dli,4dli_ligand_similar_927,CHEMBL513012,0.621053
4dli,4dli_ligand_similar_541,CHEMBL1593134,0.666667
4dli,4dli_ligand_similar_942,CHEMBL4104729,0.619835
4dli,4dli_ligand_similar_147,CHEMBL1193216,0.764706
4dli,4dli_ligand_similar_79,CHEMBL1399850,0.798077
4dli,4dli_ligand_similar_981,CHEMBL2070135,0.616667
4dli,4f9w_ligand_similar_53,CHEMBL1603497,0.622951
4dli,4dli_ligand_similar_686,CHEMBL3901685,0.647541
4dli,3e93_ligand_similar_18,CHEMBL3937844,0.630435
4dli,4dli_ligand_similar_818,CHEMBL3976182,0.632812
4dli,4dli_ligand_similar_1112,CHEMBL1433486,0.60396
4dli,4dli_ligand_similar_492,CHEMBL1277631,0.675214
4dli,4dli_ligand_similar_582,CHEMBL1438962,0.661017
4dli,4dli_ligand_similar_763,CHEMBL4095329,0.637931
4dli,4dli_ligand_similar_679,CHEMBL1508477,0.649573
4dli,2zb1_ligand_similar_23,CHEMBL271272,0.717557
4dli,4dli_ligand_similar_916,CHEMBL324317,0.621622
4dli,4dli_ligand_similar_523,CHEMBL1395915,0.670103
4dli,4dli_ligand_similar_980,CHEMBL3916980,0.616667
4dli,4dli_ligand_similar_89,CHEMBL1469232,0.795918
4dli,4dli_ligand_similar_232,CHEMBL1963436,0.680328
4dli,4dli_ligand_similar_40,CHEMBL1907504,0.836735
4dli,4dli_ligand_similar_50,CHEMBL1329388,0.821053
4dli,4dli_ligand_similar_549,CHEMBL1276991,0.666667
4dli,4dli_ligand_similar_317,CHEMBL1276992,0.713043
4dli,4dli_ligand_similar_868,CHEMBL1316075,0.626168
4dli,2zb1_ligand_similar_51,CHEMBL359447,0.613793
4dli,4dli_ligand_similar_987,CHEMBL4072482,0.616071
4dli,4dli_ligand_similar_1016,CHEMBL3109120,0.613636
4dli,4dli_ligand_similar_1151,CHEMBL3109127,0.601562
4dli,4dli_ligand_similar_584,CHEMBL1318067,0.661017
4dli,4dli_ligand_similar_530,CHEMBL1729435,0.669725
4dli,4dli_ligand_similar_464,CHEMBL1611050,0.648438
4dli,4dli_ligand_similar_714,CHEMBL1363040,0.644628
4dli,4dli_ligand_similar_690,CHEMBL1397293,0.647059
4dli,4dli_ligand_similar_740,CHEMBL1623683,0.63964
4dli,4f9w_ligand_similar_90,CHEMBL524530,0.604651
4dli,3e93_ligand_similar_9,CHEMBL3957256,0.704301
4dli,4dli_ligand_similar_417,CHEMBL1473760,0.69
4dli,4dli_ligand_similar_959,CHEMBL3484942,0.618182
4dli,2zb1_ligand_similar_49,CHEMBL2296624,0.622951
4dli,4dli_ligand_similar_513,CHEMBL3187037,0.672269
4dli,4dli_ligand_similar_1069,CHEMBL3425697,0.608333
4dli,4dli_ligand_similar_157,CHEMBL1473752,0.757282
4dli,4dli_ligand_similar_72,CHEMBL1560083,0.803922
4dli,4dli_ligand_similar_470,CHEMBL118812,0.637168
4dli,4dli_ligand_similar_378,CHEMBL3425685,0.696429
4dli,2zb1_ligand_similar_7,CHEMBL522579,0.909091
4dli,4dli_ligand_similar_217,CHEMBL1277353,0.731481
4dli,4dli_ligand_similar_170,CHEMBL600136,0.752475
4dli,2zb1_ligand_similar_9,CHEMBL270219,0.87037
4dli,4dli_ligand_similar_815,CHEMBL592435,0.633333
4dli,4f9w_ligand_similar_14,CHEMBL77634,0.70073
4dli,4dli_ligand_similar_1152,CHEMBL3184593,0.601504
4dli,4dli_ligand_similar_448,CHEMBL457704,0.684211
4dli,4dli_ligand_similar_119,CHEMBL119250,0.780952
4dli,4dli_ligand_similar_952,CHEMBL2431237,0.619048
4dli,4dli_ligand_similar_536,CHEMBL3188937,0.666667
4dli,4dli_ligand_similar_320,CHEMBL1563147,0.712871
4dli,4dli_ligand_similar_812,CHEMBL1486747,0.633333
4dli,4dli_ligand_similar_863,CHEMBL602537,0.627273
4dli,4dli_ligand_similar_1056,CHEMBL4096595,0.609524
4dli,4dli_ligand_similar_633,CHEMBL1335661,0.655462
4dli,4dli_ligand_similar_647,CHEMBL42565,0.653061
4dli,4dli_ligand_similar_622,CHEMBL3186794,0.655738
4dli,4dli_ligand_similar_1135,CHEMBL1997196,0.602041
4dli,4dli_ligand_similar_596,CHEMBL16037,0.660377
4dli,4dli_ligand_similar_371,CHEMBL1363920,0.699029
4dli,4dli_ligand_similar_1004,CHEMBL3188953,0.614173
4dli,4dli_ligand_similar_750,CHEMBL1514071,0.639344
4dli,4dli_ligand_similar_960,CHEMBL3459111,0.618182
4dli,4f9w_ligand_similar_94,CHEMBL1373962,0.603175
4dli,4f9w_ligand_similar_88,CHEMBL400835,0.605096
4dli,4dli_ligand_similar_251,CHEMBL1454920,0.722222
4dli,4dli_ligand_similar_518,CHEMBL3185478,0.672131
4dli,4dli_ligand_similar_225,CHEMBL1437159,0.728972
4dli,4dli_ligand_similar_854,CHEMBL1542991,0.628319
4dli,4dli_ligand_similar_383,CHEMBL1366393,0.696429
4dli,4dli_ligand_similar_240,CHEMBL1727897,0.725664
4dli,4dli_ligand_similar_964,CHEMBL422874,0.618182
4dli,4dli_ligand_similar_958,CHEMBL3262234,0.618557
4dli,4dli_ligand_similar_811,CHEMBL4097259,0.633663
4dli,4dli_ligand_similar_1145,CHEMBL178264,0.601695
4dli,4dli_ligand_similar_521,CHEMBL1650096,0.672131
4dli,4dli_ligand_similar_570,CHEMBL1650097,0.66129
4dli,4dli_ligand_similar_337,CHEMBL1650094,0.706897
4dli,4dli_ligand_similar_511,CHEMBL1277540,0.672414
4dli,4dli_ligand_similar_870,CHEMBL1599118,0.626087
4dli,3e93_ligand_similar_6,CHEMBL3909625,0.718232
4dli,4dli_ligand_similar_411,CHEMBL1565360,0.690265
4dli,4dli_ligand_similar_786,CHEMBL3356109,0.634921
4dli,4dli_ligand_similar_394,CHEMBL3356107,0.695652
4dli,4dli_ligand_similar_445,CHEMBL1610228,0.684211
4dli,4f9w_ligand_similar_3,CHEMBL135787,0.761905
4dli,4dli_ligand_similar_32,CHEMBL1705885,0.845361
4dli,4f9w_ligand_similar_74,CHEMBL487577,0.612403
4dli,4dli_ligand_similar_206,CHEMBL1568881,0.735849
4dli,4dli_ligand_similar_817,CHEMBL1591893,0.633028
4dli,4dli_ligand_similar_357,CHEMBL3356102,0.701754
4dli,4dli_ligand_similar_776,CHEMBL560415,0.636364
4dli,4dli_ligand_similar_898,CHEMBL1963337,0.581967
4dli,4dli_ligand_similar_1092,CHEMBL3092481,0.606838
4dli,4dli_ligand_similar_212,CHEMBL3356104,0.733945
4dli,4dli_ligand_similar_718,CHEMBL2385570,0.642857
4dli,4dli_ligand_similar_192,CHEMBL1548012,0.702703
4dli,4dli_ligand_similar_200,CHEMBL1599163,0.739583
4dli,4dli_ligand_similar_741,CHEMBL1441690,0.63964
4dli,4dli_ligand_similar_3,CHEMBL116371,0.964706
4dli,4dli_ligand_similar_1002,CHEMBL3892580,0.614173
4dli,4dli_ligand_similar_865,CHEMBL454036,0.627119
4dli,4dli_ligand_similar_379,CHEMBL1581620,0.696429
4dli,4dli_ligand_similar_986,CHEMBL1650056,0.616541
4dli,4f9w_ligand_similar_35,CHEMBL372190,0.641379
4dli,4dli_ligand_similar_1028,CHEMBL1621995,0.612069
4dli,3e93_ligand_similar_20,CHEMBL3966201,0.617225
4dli,4dli_ligand_similar_946,CHEMBL1359272,0.619469
4dli,4dli_ligand_similar_1076,CHEMBL1335262,0.608
4dli,4dli_ligand_similar_91,CHEMBL1277172,0.795918
4dli,4dli_ligand_similar_70,CHEMBL1618784,0.803922
4dli,4f9w_ligand_similar_41,CHEMBL593581,0.635659
4dli,4f9w_ligand_similar_60,CHEMBL2313211,0.62069
4dli,4dli_ligand_similar_522,CHEMBL1343939,0.672131
4dli,4dli_ligand_similar_1026,CHEMBL119432,0.612245
4dli,4f9w_ligand_similar_75,CHEMBL2313220,0.61157
4dli,4dli_ligand_similar_656,CHEMBL3968646,0.650794
4dli,4dli_ligand_similar_291,CHEMBL1474597,0.717172
4dli,4f9w_ligand_similar_83,CHEMBL355400,0.607143
4dli,4dli_ligand_similar_535,CHEMBL3452331,0.666667
4dli,4dli_ligand_similar_497,CHEMBL1505720,0.674797
4dli,4dli_ligand_similar_996,CHEMBL1621700,0.614583
4dli,4dli_ligand_similar_43,CHEMBL1593888,0.835052
4dli,4dli_ligand_similar_1025,CHEMBL130499,0.612403
4dli,4dli_ligand_similar_26,CHEMBL1621721,0.854167
4dli,4dli_ligand_similar_650,CHEMBL1593678,0.651376
4dli,4dli_ligand_similar_127,CHEMBL1198753,0.778846
4dli,3e93_ligand_similar_23,CHEMBL3965582,0.603261
4dli,4dli_ligand_similar_449,CHEMBL1398800,0.683761
4dli,4dli_ligand_similar_158,CHEMBL1351516,0.757282
4dli,4dli_ligand_similar_96,CHEMBL1512250,0.788889
4e5w,4e5w_ligand_similar_124,CHEMBL2152412,0.636364
4e5w,4e5w_ligand_similar_236,CHEMBL2152415,0.601852
4e5w,4e5w_ligand_similar_237,CHEMBL2152414,0.601852
4e5w,4e5w_ligand_similar_187,CHEMBL2152417,0.616667
4e5w,4e5w_ligand_similar_186,CHEMBL2152416,0.616667
4e5w,4e5w_ligand_similar_33,CHEMBL2152419,0.703704
4e5w,4ivb_ligand_similar_188,CHEMBL1922162,0.616822
4e5w,4k77_ligand_similar_30,CHEMBL471434,0.72973
4e5w,4k77_ligand_similar_60,CHEMBL471435,0.621212
4e5w,4e5w_ligand_similar_229,CHEMBL1202001,0.604317
4e5w,4e5w_ligand_similar_106,CHEMBL2152301,0.648
4e5w,4e5w_ligand_similar_17,CHEMBL2152300,0.75
4e5w,4ivb_ligand_similar_176,CHEMBL2152421,0.622951
4e5w,4e5w_ligand_similar_105,CHEMBL2152302,0.648
4e5w,4e5w_ligand_similar_39,CHEMBL2152305,0.698276
4e5w,4e5w_ligand_similar_52,CHEMBL2152425,0.68595
4e5w,4e5w_ligand_similar_228,CHEMBL2152304,0.604839
4e5w,4e5w_ligand_similar_11,CHEMBL2152306,0.759615
4e5w,4e5w_ligand_similar_191,CHEMBL1928942,0.615942
4e5w,4ivb_ligand_similar_241,CHEMBL370725,0.603604
4e5w,4e5w_ligand_similar_14,CHEMBL4068324,0.752212
4e5w,4e5w_ligand_similar_190,CHEMBL1928940,0.615942
4e5w,4ivc_ligand_similar_257,CHEMBL1417074,0.603175
4e5w,4ivb_ligand_similar_186,CHEMBL1569130,0.617886
4e5w,4ivb_ligand_similar_22,CHEMBL2159198,0.824742
4e5w,4ivb_ligand_similar_54,CHEMBL2159199,0.722222
4e5w,4ivc_ligand_similar_250,CHEMBL4104304,0.605263
4e5w,4ivb_ligand_similar_232,CHEMBL3593429,0.605505
4e5w,4ivb_ligand_similar_206,CHEMBL523072,0.612613
4e5w,4e5w_ligand_similar_58,CHEMBL4063901,0.682243
4e5w,4ivb_ligand_similar_123,CHEMBL371604,0.642857
4e5w,4e5w_ligand_similar_194,CHEMBL103785,0.615942
4e5w,4k77_ligand_similar_91,CHEMBL1630766,0.601852
4e5w,4k77_ligand_similar_78,CHEMBL1630767,0.611111
4e5w,4k77_ligand_similar_48,CHEMBL1630765,0.641509
4e5w,4e5w_ligand_similar_199,CHEMBL4093637,0.614173
4e5w,4e5w_ligand_similar_27,CHEMBL4102008,0.722222
4e5w,4ivb_ligand_similar_224,CHEMBL3359371,0.608333
4e5w,4k77_ligand_similar_92,CHEMBL3787631,0.601504
4e5w,4e5w_ligand_similar_146,CHEMBL2059786,0.627907
4e5w,4ivb_ligand_similar_189,CHEMBL219961,0.616822
4e5w,4ivb_ligand_similar_220,CHEMBL1479236,0.61
4e5w,4e5w_ligand_similar_122,CHEMBL1506095,0.637037
4e5w,4e5w_ligand_similar_82,CHEMBL4059670,0.66129
4e5w,4ivb_ligand_similar_212,CHEMBL1086143,0.610687
4e5w,4ivb_ligand_similar_131,CHEMBL3593579,0.638889
4e5w,4e5w_ligand_similar_55,CHEMBL4090061,0.683333
4e5w,4e5w_ligand_similar_61,CHEMBL4094540,0.678899
4e5w,4ivb_ligand_similar_167,CHEMBL1521384,0.603175
4e5w,4ivc_ligand_similar_261,CHEMBL1173511,0.601695
4e5w,4k77_ligand_similar_27,CHEMBL497918,0.764151
4e5w,4e5w_ligand_similar_54,CHEMBL4082211,0.683333
4e5w,4e5w_ligand_similar_108,CHEMBL2106612,0.646154
4e5w,4e5w_ligand_similar_145,CHEMBL1436611,0.62963
4e5w,4ivb_ligand_similar_245,CHEMBL3360180,0.603175
4e5w,4ivb_ligand_similar_133,CHEMBL3593582,0.638889
4e5w,4ivb_ligand_similar_199,CHEMBL1086372,0.614815
4e5w,4ivb_ligand_similar_127,CHEMBL3593580,0.638889
4e5w,4ivb_ligand_similar_130,CHEMBL3593581,0.638889
4e5w,4e5w_ligand_similar_98,CHEMBL4067073,0.651376
4e5w,4e5w_ligand_similar_41,CHEMBL3593586,0.695652
4e5w,4e5w_ligand_similar_71,CHEMBL4091024,0.672727
4e5w,4k77_ligand_similar_35,CHEMBL469383,0.675
4e5w,4e5w_ligand_similar_195,CHEMBL48980,0.615942
4e5w,4ivb_ligand_similar_161,CHEMBL4072508,0.626168
4e5w,4e5w_ligand_similar_101,CHEMBL174552,0.649254
4e5w,4e5w_ligand_similar_138,CHEMBL1894750,0.630769
4e5w,4e5w_ligand_similar_153,CHEMBL251203,0.626087
4e5w,4k77_ligand_similar_70,CHEMBL3785386,0.613636
4e5w,4e5w_ligand_similar_44,CHEMBL1088346,0.692982
4e5w,4e5w_ligand_similar_230,CHEMBL299142,0.604317
4e5w,4e5w_ligand_similar_66,CHEMBL3593590,0.676692
4e5w,4e5w_ligand_similar_192,CHEMBL1928933,0.615942
4e5w,4k77_ligand_similar_64,CHEMBL186404,0.618182
4e5w,4e5w_ligand_similar_73,CHEMBL1098374,0.672566
4e5w,4ivb_ligand_similar_99,CHEMBL1353786,0.657895
4e5w,4e5w_ligand_similar_140,CHEMBL1375435,0.630769
4e5w,4e5w_ligand_similar_178,CHEMBL300660,0.618705
4e5w,4e5w_ligand_similar_29,CHEMBL4084730,0.713115
4e5w,4e5w_ligand_similar_135,CHEMBL2141480,0.630769
4e5w,4ivb_ligand_similar_225,CHEMBL1625256,0.607843
4e5w,4k77_ligand_similar_80,CHEMBL3785139,0.609023
4e5w,4ivb_ligand_similar_122,CHEMBL395641,0.642857
4e5w,4k77_ligand_similar_33,CHEMBL509066,0.716814
4e5w,4e5w_ligand_similar_97,CHEMBL2151053,0.652542
4e5w,4ivb_ligand_similar_115,CHEMBL218034,0.64486
4e5w,4ivb_ligand_similar_65,CHEMBL425370,0.696721
4e5w,4k77_ligand_similar_63,CHEMBL3786959,0.618321
4e5w,4e5w_ligand_similar_116,CHEMBL296317,0.641791
4e5w,4k77_ligand_similar_65,CHEMBL4100574,0.616071
4e5w,4ivb_ligand_similar_138,CHEMBL1399047,0.635659
4e5w,4k77_ligand_similar_73,CHEMBL3134492,0.613208
4e5w,4e5w_ligand_similar_21,CHEMBL2152395,0.741667
4e5w,4e5w_ligand_similar_117,CHEMBL335115,0.640288
4e5w,4ivb_ligand_similar_174,CHEMBL3856117,0.623853
4e5w,4k77_ligand_similar_32,CHEMBL525546,0.716981
4e5w,4ivb_ligand_similar_148,CHEMBL42132,0.633028
4e5w,4ivb_ligand_similar_223,CHEMBL1432056,0.609524
4e5w,4e5w_ligand_similar_173,CHEMBL2017767,0.619469
4e5w,4e5w_ligand_similar_220,CHEMBL103037,0.609023
4e5w,4e5w_ligand_similar_226,CHEMBL1903270,0.607692
4e5w,4ivb_ligand_similar_171,CHEMBL1376299,0.62406
4e5w,4e5w_ligand_similar_89,CHEMBL1668377,0.654867
4e5w,4e5w_ligand_similar_35,CHEMBL1668378,0.699115
4e5w,4e5w_ligand_similar_183,CHEMBL436290,0.617647
4e5w,4ivb_ligand_similar_121,CHEMBL1565731,0.642857
4e5w,4ivb_ligand_similar_243,CHEMBL192219,0.603604
4e5w,4ivb_ligand_similar_129,CHEMBL3594485,0.638889
4e5w,4ivb_ligand_similar_128,CHEMBL3594486,0.638889
4e5w,4ivb_ligand_similar_228,CHEMBL2018889,0.607407
4e5w,4k77_ligand_similar_41,CHEMBL1928681,0.644068
4e5w,4k77_ligand_similar_90,CHEMBL4073764,0.603448
4e5w,4e5w_ligand_similar_239,CHEMBL1720700,0.601504
4e5w,4k77_ligand_similar_38,CHEMBL1928682,0.655172
4e5w,4k77_ligand_similar_88,CHEMBL1928680,0.605263
4e5w,4ivb_ligand_similar_165,CHEMBL3618065,0.625
4e5w,4e5w_ligand_similar_134,CHEMBL2360928,0.631148
4e5w,4ivb_ligand_similar_233,CHEMBL2143337,0.605042
4e5w,4ivb_ligand_similar_84,CHEMBL3618064,0.669492
4e5w,4k77_ligand_similar_53,CHEMBL4093475,0.635514
4e5w,4e5w_ligand_similar_38,CHEMBL1098691,0.699115
4e5w,4e5w_ligand_similar_148,CHEMBL265592,0.626761
4e5w,4ivb_ligand_similar_139,CHEMBL4093238,0.635514
4e5w,4e5w_ligand_similar_36,CHEMBL1668380,0.699115
4e5w,4e5w_ligand_similar_151,CHEMBL1668381,0.626087
4e5w,4e5w_ligand_similar_184,CHEMBL49901,0.617391
4e5w,4e5w_ligand_similar_51,CHEMBL2152296,0.68595
4e5w,4e5w_ligand_similar_107,CHEMBL2152299,0.648
4e5w,4ivb_ligand_similar_58,CHEMBL413065,0.716814
4e5w,4ivb_ligand_similar_238,CHEMBL1086473,0.604478
4e5w,4e5w_ligand_similar_185,CHEMBL1885177,0.617021
4e5w,4ivb_ligand_similar_30,CHEMBL2385096,0.784483
4e5w,4ivb_ligand_similar_229,CHEMBL1086474,0.607407
4e5w,4e5w_ligand_similar_222,CHEMBL103250,0.609023
4e5w,4ivb_ligand_similar_196,CHEMBL1083026,0.614815
4e5w,4e5w_ligand_similar_26,CHEMBL4086523,0.725664
4e5w,4ivb_ligand_similar_38,CHEMBL1562241,0.755102
4e5w,4e5w_ligand_similar_158,CHEMBL334690,0.625
4e5w,4ivb_ligand_similar_105,CHEMBL2206613,0.651852
4e5w,4e5w_ligand_similar_188,CHEMBL2206616,0.616541
4e5w,4ivb_ligand_similar_88,CHEMBL2206614,0.669173
4e5w,4e5w_ligand_similar_86,CHEMBL4086407,0.657407
4e5w,4ivb_ligand_similar_94,CHEMBL2206615,0.664122
4e5w,4e5w_ligand_similar_111,CHEMBL2206619,0.644444
4e5w,4e5w_ligand_similar_139,CHEMBL1544884,0.630769
4e5w,4e5w_ligand_similar_213,CHEMBL17155,0.610294
4e5w,4ivb_ligand_similar_194,CHEMBL2018891,0.614815
4e5w,4e5w_ligand_similar_210,CHEMBL147104,0.610687
4e5w,4ivb_ligand_similar_193,CHEMBL2018890,0.614815
4e5w,4e5w_ligand_similar_77,CHEMBL2206623,0.669173
4e5w,4ivb_ligand_similar_66,CHEMBL371979,0.696721
4e5w,4ivb_ligand_similar_156,CHEMBL2206624,0.627737
4e5w,4ivc_ligand_similar_253,CHEMBL1795694,0.605263
4e5w,4e5w_ligand_similar_42,CHEMBL4089927,0.694915
4e5w,4e5w_ligand_similar_115,CHEMBL2206625,0.641791
